ID	start	end	strand	phrog_id	phrog_category	phynteny_category	phynteny_score	phynteny_confidence	phage
NC_019726.1_222	121151	122423	-	2672	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_223	122509	122992	-	1069	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_224	123008	123293	-	3621	unknown function	DNA, RNA and nucleotide metabolism	1.3689	0.1925	NC_019726.1
NC_019726.1_225	123320	125651	-	17	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_226	125786	126257	-	2340	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_227	126290	126443	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	5.4135	0.2361	NC_019726.1
NC_019726.1_228	126464	127337	-	4008	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_229	127412	127718	-	379	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_230	127727	128324	-	15477	other	NA	NA	NA	NC_019726.1
NC_019726.1_231	128311	128419	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	7.8549	0.3185	NC_019726.1
NC_019726.1_232	128530	128863	-	22	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_233	128834	129164	-	2797	unknown function	DNA, RNA and nucleotide metabolism	1.4428	0.2282	NC_019726.1
NC_019726.1_234	129181	130231	-	86	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_235	130244	132359	-	84	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_236	132373	132766	-	883	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_019726.1
NC_019726.1_237	132782	133391	-	244	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_238	133377	133830	-	1095	head and packaging	NA	NA	NA	NC_019726.1
NC_019726.1_239	133829	134168	-	1291	unknown function	DNA, RNA and nucleotide metabolism	1.0680	0.2223	NC_019726.1
NC_019726.1_240	134233	135301	-	47	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_241	135315	135912	-	1070	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_019726.1
NC_019726.1_242	135911	137831	-	77	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_243	137830	138208	-	2773	unknown function	DNA, RNA and nucleotide metabolism	1.7715	0.2145	NC_019726.1
NC_019726.1_244	138207	139233	-	100	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_245	139311	140754	-	19	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_019726.1_246	140746	141835	-	1098	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_019726.1
NC_021863.1_0	0	1386	-	95	integration and excision	NA	NA	NA	NC_021863.1
NC_021863.1_1	1397	1568	-	No_PHROG	unknown function	integration and excision	5.1422	0.2603	NC_021863.1
NC_021863.1_2	1592	2273	-	1412	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_021863.1
NC_021863.1_3	2304	3030	-	2700	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_021863.1
NC_021863.1_4	3057	3732	-	1914	other	NA	NA	NA	NC_021863.1
NC_021863.1_5	3748	4081	-	netflax	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_021863.1
NC_021863.1_6	4093	4234	-	No_PHROG	unknown function	transcription regulation	8.7552	0.4472	NC_021863.1
NC_021863.1_7	4223	4538	+	3	transcription regulation	NA	NA	NA	NC_021863.1
NC_021863.1_8	4537	5302	+	130	transcription regulation	NA	NA	NA	NC_021863.1
NC_021863.1_9	5397	5514	+	845	unknown function	transcription regulation	8.9579	0.4943	NC_021863.1
NC_021863.1_10	5566	5743	+	2312	unknown function	transcription regulation	9.1276	0.5366	NC_021863.1
NC_021863.1_11	5717	5948	-	2222	unknown function	transcription regulation	9.3916	0.6266	NC_021863.1
NC_021863.1_12	5997	6135	+	3785	unknown function	other	1.0439	0.4007	NC_021863.1
NC_021863.1_13	6127	6289	+	369	unknown function	moron, auxiliary metabolic gene and host takeover	8.8651	0.4687	NC_021863.1
NC_021863.1_14	6385	6646	+	401	other	NA	NA	NA	NC_021863.1
NC_021863.1_15	6660	7140	+	253	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_021863.1
NC_021863.1_16	7139	7778	+	155	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_021863.1
NC_021863.1_17	7777	8203	+	44	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_021863.1
NC_021863.1_18	8216	8891	+	398	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_021863.1
NC_021863.1_19	8887	9007	+	19309	unknown function	moron, auxiliary metabolic gene and host takeover	1.3625	0.3126	NC_021863.1
NC_021863.1_20	9000	9651	-	3634	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_021863.1
NC_021863.1_21	9705	10476	+	428	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_021863.1
NC_021863.1_22	10485	11265	+	50	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_021863.1
NC_021863.1_23	11258	11417	+	809	transcription regulation	NA	NA	NA	NC_021863.1
NC_021863.1_24	11429	11651	+	433	other	NA	NA	NA	NC_021863.1
NC_021863.1_25	11660	12065	+	190	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_021863.1
NC_021863.1_26	12069	12255	+	299	unknown function	DNA, RNA and nucleotide metabolism	3.4615	0.2382	NC_021863.1
NC_021863.1_27	12255	12618	+	201	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_021863.1
NC_021863.1_28	12618	12867	+	258	other	NA	NA	NA	NC_021863.1
NC_021863.1_29	12879	13260	+	467	unknown function	other	8.1389	0.3506	NC_021863.1
NC_021863.1_30	13259	13604	+	98	unknown function	DNA, RNA and nucleotide metabolism	3.1004	0.3519	NC_021863.1
NC_021863.1_31	13600	13909	+	1034	unknown function	other	9.1612	0.5515	NC_021863.1
NC_021863.1_32	13901	14150	+	266	unknown function	moron, auxiliary metabolic gene and host takeover	4.5201	0.2905	NC_021863.1
NC_021863.1_33	14142	14679	+	173	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_021863.1
NC_021863.1_34	14715	14952	+	278	transcription regulation	NA	NA	NA	NC_021863.1
NC_021863.1_35	14976	15213	+	555	unknown function	transcription regulation	8.8595	0.4688	NC_021863.1
NC_021863.1_36	15202	15379	+	152	transcription regulation	NA	NA	NA	NC_021863.1
NC_021863.1_37	15379	15745	+	2409	unknown function	moron, auxiliary metabolic gene and host takeover	5.6118	0.3152	NC_021863.1
NC_021863.1_38	15745	15892	+	1367	unknown function	moron, auxiliary metabolic gene and host takeover	7.5238	0.3259	NC_021863.1
NC_021863.1_39	15915	16338	+	36	transcription regulation	NA	NA	NA	NC_021863.1
NC_021863.1_40	16381	16498	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.2885	0.1789	NC_021863.1
NC_021863.1_41	16550	16712	-	No_PHROG	unknown function	head and packaging	2.1605	0.1743	NC_021863.1
NC_021863.1_42	16665	17160	+	1595	head and packaging	NA	NA	NA	NC_021863.1
NC_021863.1_43	17152	18361	+	2	head and packaging	NA	NA	NA	NC_021863.1
NC_021863.1_44	18314	19793	+	64	head and packaging	NA	NA	NA	NC_021863.1
NC_021863.1_45	19731	20712	+	115	head and packaging	NA	NA	NA	NC_021863.1
NC_021863.1_46	20809	21406	+	194	head and packaging	NA	NA	NA	NC_021863.1
NC_021863.1_47	21426	22251	+	544	head and packaging	NA	NA	NA	NC_021863.1
NC_021863.1_48	22267	22594	+	390	transcription regulation	NA	NA	NA	NC_021863.1
NC_021863.1_49	22593	22908	+	1161	connector	NA	NA	NA	NC_021863.1
NC_021863.1_50	22900	23236	+	25	connector	NA	NA	NA	NC_021863.1
NC_021863.1_51	23285	23636	+	5	connector	NA	NA	NA	NC_021863.1
NC_021863.1_52	23648	24086	+	176	connector	NA	NA	NA	NC_021863.1
NC_021863.1_53	24072	24633	+	238	tail	NA	NA	NA	NC_021863.1
NC_021863.1_54	24694	25189	+	183	tail	NA	NA	NA	NC_021863.1
NC_021863.1_55	25209	25551	+	1404	tail	NA	NA	NA	NC_021863.1
NC_021863.1_56	25553	28523	+	58	tail	NA	NA	NA	NC_021863.1
NC_021863.1_57	28537	29473	+	33	tail	NA	NA	NA	NC_021863.1
NC_021863.1_58	29483	31370	+	663	head and packaging	NA	NA	NA	NC_021863.1
NC_021863.1_59	31382	33281	+	287	tail	NA	NA	NA	NC_021863.1
NC_021863.1_60	33280	35104	+	257	tail	NA	NA	NA	NC_021863.1
NC_021863.1_61	35103	35511	+	300	tail	NA	NA	NA	NC_021863.1
NC_021863.1_62	35482	35659	+	134	unknown function	tail	8.3241	0.3759	NC_021863.1
NC_021863.1_63	35699	35999	+	276	unknown function	moron, auxiliary metabolic gene and host takeover	1.0345	0.3096	NC_021863.1
NC_021863.1_64	36135	38010	+	759	other	NA	NA	NA	NC_021863.1
NC_021863.1_65	38022	39195	+	1125	tail	NA	NA	NA	NC_021863.1
NC_021863.1_66	39200	39596	+	376	tail	NA	NA	NA	NC_021863.1
NC_021863.1_67	39652	40090	+	962	lysis	NA	NA	NA	NC_021863.1
NC_021863.1_68	40070	41516	+	635	lysis	NA	NA	NA	NC_021863.1
NC_021863.1_69	41544	41634	+	No_PHROG	unknown function	lysis	5.9450	0.3367	NC_021863.1
NC_021863.1_70	41782	41911	+	4761	unknown function	lysis	8.7225	0.4500	NC_021863.1
NC_021863.1_71	41981	42092	+	35522	unknown function	lysis	2.1323	0.3902	NC_021863.1
NC_021863.1_72	42078	42279	+	1529	transcription regulation	NA	NA	NA	NC_021863.1
NC_021863.1_73	42510	42651	+	No_PHROG	unknown function	integration and excision	2.0826	0.1648	NC_021863.1
NC_023009.1_0	2	128	+	7733	unknown function	DNA, RNA and nucleotide metabolism	1.5106	0.1783	NC_023009.1
NC_023009.1_1	212	392	+	4863	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_2	475	577	+	22992	unknown function	lysis	1.4175	0.2266	NC_023009.1
NC_023009.1_3	646	742	-	No_PHROG	unknown function	lysis	1.1867	0.2705	NC_023009.1
NC_023009.1_4	725	962	-	2884	unknown function	moron, auxiliary metabolic gene and host takeover	8.4300	0.3911	NC_023009.1
NC_023009.1_5	963	1449	-	7534	unknown function	moron, auxiliary metabolic gene and host takeover	7.1738	0.2620	NC_023009.1
NC_023009.1_6	1461	1869	-	5770	unknown function	moron, auxiliary metabolic gene and host takeover	9.2475	0.5728	NC_023009.1
NC_023009.1_7	1868	2300	-	4355	unknown function	moron, auxiliary metabolic gene and host takeover	8.2244	0.3614	NC_023009.1
NC_023009.1_8	2302	2494	-	4249	unknown function	moron, auxiliary metabolic gene and host takeover	9.7378	0.8030	NC_023009.1
NC_023009.1_9	2490	2976	-	3619	unknown function	moron, auxiliary metabolic gene and host takeover	9.6451	0.7389	NC_023009.1
NC_023009.1_10	2968	3400	-	2349	unknown function	moron, auxiliary metabolic gene and host takeover	5.6216	0.2574	NC_023009.1
NC_023009.1_11	3413	3956	-	4045	unknown function	DNA, RNA and nucleotide metabolism	2.7058	0.2499	NC_023009.1
NC_023009.1_12	3967	4456	-	1017	unknown function	DNA, RNA and nucleotide metabolism	9.1745	0.5507	NC_023009.1
NC_023009.1_13	4468	4867	-	3857	unknown function	DNA, RNA and nucleotide metabolism	1.9540	0.2052	NC_023009.1
NC_023009.1_14	4863	5571	-	246	other	NA	NA	NA	NC_023009.1
NC_023009.1_15	5670	6225	-	2981	unknown function	moron, auxiliary metabolic gene and host takeover	6.0754	0.2040	NC_023009.1
NC_023009.1_16	6240	6558	-	4178	tail	NA	NA	NA	NC_023009.1
NC_023009.1_17	6626	6740	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	5.5996	0.2408	NC_023009.1
NC_023009.1_18	6748	6925	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	5.4206	0.2421	NC_023009.1
NC_023009.1_19	6921	7050	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	3.8148	0.2083	NC_023009.1
NC_023009.1_20	7127	7328	-	27748	unknown function	moron, auxiliary metabolic gene and host takeover	1.9034	0.2615	NC_023009.1
NC_023009.1_21	7327	7429	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	2.8703	0.2095	NC_023009.1
NC_023009.1_22	7543	8092	-	2948	unknown function	moron, auxiliary metabolic gene and host takeover	7.9885	0.3321	NC_023009.1
NC_023009.1_23	8095	8314	-	3686	unknown function	moron, auxiliary metabolic gene and host takeover	7.2379	0.3143	NC_023009.1
NC_023009.1_24	8314	8509	-	3950	unknown function	moron, auxiliary metabolic gene and host takeover	4.5585	0.2671	NC_023009.1
NC_023009.1_25	8498	9236	-	3464	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_26	9298	9403	-	5230	unknown function	moron, auxiliary metabolic gene and host takeover	8.3721	0.3810	NC_023009.1
NC_023009.1_27	9414	9654	-	3697	unknown function	moron, auxiliary metabolic gene and host takeover	6.6288	0.2989	NC_023009.1
NC_023009.1_28	9655	10045	-	28554	other	NA	NA	NA	NC_023009.1
NC_023009.1_29	10143	10317	-	3504	other	NA	NA	NA	NC_023009.1
NC_023009.1_30	10357	10840	-	3319	unknown function	DNA, RNA and nucleotide metabolism	1.0064	0.2265	NC_023009.1
NC_023009.1_31	10889	11432	-	3635	unknown function	moron, auxiliary metabolic gene and host takeover	4.7409	0.1923	NC_023009.1
NC_023009.1_32	11431	11965	-	3702	unknown function	moron, auxiliary metabolic gene and host takeover	3.9945	0.2304	NC_023009.1
NC_023009.1_33	11967	12132	-	152	transcription regulation	NA	NA	NA	NC_023009.1
NC_023009.1_34	12134	12410	-	3751	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_023009.1
NC_023009.1_35	12409	13255	-	1909	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_36	13266	14385	-	249	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_023009.1
NC_023009.1_37	14400	14508	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.8155	0.1630	NC_023009.1
NC_023009.1_38	14538	14754	-	2861	unknown function	DNA, RNA and nucleotide metabolism	1.3721	0.1976	NC_023009.1
NC_023009.1_39	14827	15274	-	2708	other	NA	NA	NA	NC_023009.1
NC_023009.1_40	15407	15710	-	715	other	NA	NA	NA	NC_023009.1
NC_023009.1_41	15709	15898	-	3048	unknown function	DNA, RNA and nucleotide metabolism	1.4093	0.2201	NC_023009.1
NC_023009.1_42	15941	16103	-	2966	unknown function	DNA, RNA and nucleotide metabolism	1.3617	0.2144	NC_023009.1
NC_023009.1_43	16102	18151	-	3200	unknown function	DNA, RNA and nucleotide metabolism	3.9424	0.1989	NC_023009.1
NC_023009.1_44	18228	18492	-	2811	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_45	18508	18682	-	1274	lysis	NA	NA	NA	NC_023009.1
NC_023009.1_46	18688	19267	-	2642	unknown function	lysis	2.7412	0.3917	NC_023009.1
NC_023009.1_47	19259	19886	-	1817	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_48	19878	20775	-	548	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_49	20774	20999	-	3093	unknown function	lysis	3.9073	0.2426	NC_023009.1
NC_023009.1_50	21067	21808	-	170	other	NA	NA	NA	NC_023009.1
NC_023009.1_51	21859	22474	-	2995	unknown function	DNA, RNA and nucleotide metabolism	2.0447	0.2393	NC_023009.1
NC_023009.1_52	22489	22915	-	531	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_53	22904	23096	-	2706	unknown function	moron, auxiliary metabolic gene and host takeover	7.3989	0.3505	NC_023009.1
NC_023009.1_54	23118	23760	-	2896	unknown function	DNA, RNA and nucleotide metabolism	2.9797	0.2121	NC_023009.1
NC_023009.1_55	23749	23980	-	3	transcription regulation	NA	NA	NA	NC_023009.1
NC_023009.1_56	23982	24177	-	2770	unknown function	lysis	1.0731	0.2188	NC_023009.1
NC_023009.1_57	24317	24950	-	3310	other	NA	NA	NA	NC_023009.1
NC_023009.1_58	25136	25772	-	374	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_59	25838	26630	-	200	other	NA	NA	NA	NC_023009.1
NC_023009.1_60	26629	26938	-	3667	unknown function	moron, auxiliary metabolic gene and host takeover	5.5463	0.2378	NC_023009.1
NC_023009.1_61	27050	27680	-	833	lysis	NA	NA	NA	NC_023009.1
NC_023009.1_62	27915	28005	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.3496	0.1724	NC_023009.1
NC_023009.1_63	27950	28451	-	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_64	28543	28645	+	No_PHROG	unknown function	lysis	3.5616	0.1887	NC_023009.1
NC_023009.1_65	28610	29414	-	635	lysis	NA	NA	NA	NC_023009.1
NC_023009.1_66	29413	29917	-	962	lysis	NA	NA	NA	NC_023009.1
NC_023009.1_67	30001	30187	-	987	unknown function	DNA, RNA and nucleotide metabolism	3.3870	0.2004	NC_023009.1
NC_023009.1_68	30249	30378	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	5.5369	0.1830	NC_023009.1
NC_023009.1_69	30588	30693	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	7.9807	0.3320	NC_023009.1
NC_023009.1_70	30862	30985	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.3712	0.3823	NC_023009.1
NC_023009.1_71	31375	31483	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.2396	0.5702	NC_023009.1
NC_023009.1_72	31483	31654	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.4716	0.6591	NC_023009.1
NC_023009.1_73	31733	31952	-	1257	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_023009.1
NC_023009.1_74	32065	32206	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.9364	0.9515	NC_023009.1
NC_023009.1_75	32255	32396	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.9334	0.9490	NC_023009.1
NC_023009.1_76	32445	32586	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.9300	0.9497	NC_023009.1
NC_023009.1_77	32999	33209	-	17190	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_78	33221	33554	-	937	other	NA	NA	NA	NC_023009.1
NC_023009.1_79	33566	33893	-	1481	unknown function	head and packaging	1.3777	0.3669	NC_023009.1
NC_023009.1_80	33925	34192	-	4526	unknown function	moron, auxiliary metabolic gene and host takeover	9.9184	0.9427	NC_023009.1
NC_023009.1_81	34286	34379	-	No_PHROG	unknown function	head and packaging	1.3914	0.3804	NC_023009.1
NC_023009.1_82	34452	34719	+	3395	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_023009.1
NC_023009.1_83	34696	34975	+	1321	unknown function	head and packaging	4.0813	0.2801	NC_023009.1
NC_023009.1_84	35055	35382	+	1063	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_85	35396	37214	+	675	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_86	37206	38028	+	1917	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_87	38098	38188	+	3863	unknown function	head and packaging	5.9002	0.2349	NC_023009.1
NC_023009.1_88	38184	38664	+	1116	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_023009.1
NC_023009.1_89	38756	39917	+	3094	unknown function	head and packaging	3.2396	0.2313	NC_023009.1
NC_023009.1_90	40059	40344	+	3937	unknown function	head and packaging	1.8300	0.2655	NC_023009.1
NC_023009.1_91	40421	40733	+	1108	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_92	40736	42428	+	12	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_93	42654	43395	+	1028	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_94	43413	44370	+	1133	unknown function	head and packaging	9.0725	0.5207	NC_023009.1
NC_023009.1_95	44485	45877	+	752	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_96	45968	46265	+	1205	unknown function	head and packaging	7.1510	0.2957	NC_023009.1
NC_023009.1_97	46277	47186	+	772	tail	NA	NA	NA	NC_023009.1
NC_023009.1_98	47199	47970	+	1004	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_99	48077	48698	+	1127	connector	NA	NA	NA	NC_023009.1
NC_023009.1_100	48716	49553	+	1000	tail	NA	NA	NA	NC_023009.1
NC_023009.1_101	49554	49770	+	1151	unknown function	head and packaging	8.3726	0.4203	NC_023009.1
NC_023009.1_102	49796	51560	+	279	tail	NA	NA	NA	NC_023009.1
NC_023009.1_103	51632	52061	+	985	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_104	52157	52298	+	2701	unknown function	head and packaging	7.3903	0.3142	NC_023009.1
NC_023009.1_105	52340	52799	+	1905	unknown function	head and packaging	4.7192	0.3201	NC_023009.1
NC_023009.1_106	52811	53006	+	4320	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_023009.1
NC_023009.1_107	53087	53399	+	2754	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_108	53530	53989	+	1038	tail	NA	NA	NA	NC_023009.1
NC_023009.1_109	54032	54389	+	1316	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_110	54421	54592	-	No_PHROG	unknown function	head and packaging	2.5592	0.2343	NC_023009.1
NC_023009.1_111	54624	58680	+	1047	tail	NA	NA	NA	NC_023009.1
NC_023009.1_112	58758	61185	+	1015	tail	NA	NA	NA	NC_023009.1
NC_023009.1_113	61198	62086	+	2677	tail	NA	NA	NA	NC_023009.1
NC_023009.1_114	62085	64632	+	2204	other	NA	NA	NA	NC_023009.1
NC_023009.1_115	64738	65530	+	1011	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_116	65529	66054	+	1073	unknown function	head and packaging	5.7649	0.2620	NC_023009.1
NC_023009.1_117	66053	66758	+	975	tail	NA	NA	NA	NC_023009.1
NC_023009.1_118	66772	67819	+	6	tail	NA	NA	NA	NC_023009.1
NC_023009.1_119	67839	70899	+	2386	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_120	71009	71531	+	1394	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_121	71551	75010	+	25864	tail	NA	NA	NA	NC_023009.1
NC_023009.1_122	75058	75217	+	1074	unknown function	head and packaging	2.9624	0.2557	NC_023009.1
NC_023009.1_123	75217	77140	+	2665	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_124	77162	77537	+	2671	tail	NA	NA	NA	NC_023009.1
NC_023009.1_125	77543	78920	+	2691	tail	NA	NA	NA	NC_023009.1
NC_023009.1_126	79011	80760	+	16	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_127	80771	82385	+	1098	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_128	82377	83820	+	19	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_129	83898	84936	+	100	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_130	84935	85313	+	2773	unknown function	moron, auxiliary metabolic gene and host takeover	8.9397	0.4869	NC_023009.1
NC_023009.1_131	85312	87232	+	77	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_132	87231	87828	+	1070	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_023009.1
NC_023009.1_133	87842	87956	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.4240	0.6366	NC_023009.1
NC_023009.1_134	88030	88909	+	47	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_135	88975	89314	+	1291	unknown function	moron, auxiliary metabolic gene and host takeover	8.5960	0.4162	NC_023009.1
NC_023009.1_136	89313	89766	+	1095	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_137	89752	90361	+	244	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_138	90377	90770	+	883	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_023009.1
NC_023009.1_139	90784	92899	+	84	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_140	92912	93962	+	86	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_141	93979	94309	+	2797	unknown function	moron, auxiliary metabolic gene and host takeover	7.0405	0.2602	NC_023009.1
NC_023009.1_142	94292	94613	+	22	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_143	94641	94749	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.5344	0.6858	NC_023009.1
NC_023009.1_144	94819	95416	+	15477	other	NA	NA	NA	NC_023009.1
NC_023009.1_145	95425	95731	+	379	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_146	95806	96679	+	4008	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_147	96844	97357	+	2340	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_148	97492	98836	+	17	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_149	98901	98997	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.7306	0.2244	NC_023009.1
NC_023009.1_150	99103	99811	+	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_151	99871	99976	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.0929	0.2032	NC_023009.1
NC_023009.1_152	100044	100713	+	2573	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_153	100789	100906	+	2573	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_154	100974	101217	+	3621	unknown function	DNA, RNA and nucleotide metabolism	1.3190	0.1908	NC_023009.1
NC_023009.1_155	101233	101716	+	1069	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_156	101707	101812	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	7.6192	0.4020	NC_023009.1
NC_023009.1_157	101925	102072	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.2219	0.2500	NC_023009.1
NC_023009.1_158	102132	102252	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.3218	0.2303	NC_023009.1
NC_023009.1_159	102251	103073	+	2672	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_160	103132	104389	+	97	other	NA	NA	NA	NC_023009.1
NC_023009.1_161	104392	104746	+	1089	unknown function	moron, auxiliary metabolic gene and host takeover	1.8747	0.2338	NC_023009.1
NC_023009.1_162	104732	105395	+	1025	transcription regulation	NA	NA	NA	NC_023009.1
NC_023009.1_163	105400	105499	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	5.6968	0.2313	NC_023009.1
NC_023009.1_164	105522	106155	+	1240	other	NA	NA	NA	NC_023009.1
NC_023009.1_165	106168	106690	+	341	tail	NA	NA	NA	NC_023009.1
